Epoch	Explore_Iteration	MacroPopSize	MicroPopSize	RMSE	Accuracy_Estimate	RuleCount	TreeCount	AveGenerality	ExpRules	Time(min)
1	100	999	1000	0	0.5	0	999	0.8695999999999996	0.0	0.10320041577021281
2	200	999	1000	0	0.5	0	999	0.8693	0.0	0.20500448147455852
3	300	997	1000	0	0.5	0	997	0.8681999999999999	0.0	0.3088681618372599
4	400	997	1000	0	0.4891304347826087	0	997	0.8678999999999997	0.0	0.4139147162437439
5	500	997	1000	0	0.49	0	997	0.8670999999999995	0.0	0.5213692665100098
6	600	997	1000	0	0.4543269230769231	0	997	0.8654499999999998	0.0	0.6303672830263773
7	700	995	1000	0	0.5	0	995	0.8642999999999998	0.0	0.7383401950200399
8	800	995	1000	0	0.4335748792270532	0	995	0.8637999999999996	0.0	0.8470694621404012
9	900	995	1000	0	0.48368013055895553	0	995	0.8631499999999998	0.0	0.9609704136848449
10	1000	995	1000	0	0.4555822328931573	0	995	0.8630999999999998	0.0	1.0723221143086752
11	1100	995	1000	0	0.514405762304922	0	995	0.8624999999999999	0.0	1.1959498643875122
12	1200	995	1000	0	0.4580405126085159	0	995	0.8621499999999996	0.0	1.320263683795929
13	1300	995	1000	0	0.46565656565656566	0	995	0.8619499999999995	0.0	1.4432433644930522
14	1400	995	1000	0	0.501207729468599	0	995	0.8616499999999996	0.0	1.5639488657315572
15	1500	991	1000	0	0.49	0	991	0.8609999999999998	0.0	1.7001928647359212
16	1600	989	1000	0	0.45535714285714285	0	989	0.8611499999999993	0.0	1.8203953822453818
17	1700	987	1000	0	0.5997453310696095	0	987	0.8608999999999991	0.8105369807497467	1.9233226815859477
18	1800	986	1000	0	0.6081730769230769	0	986	0.8605999999999988	0.8073022312373225	2.0277266979217528
19	1900	986	1000	0	0.6053793657165797	0	986	0.8598499999999984	0.8062880324543611	2.1308330496152244
20	2000	986	1000	0	0.5595813204508857	0	986	0.8579499999999985	0.8022312373225152	2.2341604630152383
21	2100	984	1000	0	0.5700000000000001	0	984	0.8559999999999982	0.7987804878048781	2.3415297985076906
22	2200	981	1000	0	0.6017628205128205	0	981	0.8545999999999984	0.799184505606524	2.4469489653905234
23	2300	980	1000	0	0.5657051282051282	0	980	0.8532999999999981	0.7928571428571428	2.553109383583069
24	2400	979	1000	0	0.5499194847020934	0	979	0.8505499999999985	0.7854954034729316	2.664508080482483
25	2500	977	1000	0	0.5383516931864545	0	977	0.8500999999999984	0.7881269191402251	2.768939463297526
26	2600	973	1000	0	0.5074029611844738	0	973	0.8475499999999979	0.7821171634121274	2.8778318842252095
27	2700	973	1000	0	0.5372148859543817	0	973	0.8449999999999974	0.7831449126413155	2.9858203172683715
28	2800	972	1000	0	0.4580405126085159	0	972	0.8442499999999976	0.7829218106995884	3.091665494441986
29	2900	972	1000	0	0.5515151515151515	0	972	0.8438999999999975	0.7901234567901234	3.1969007452329
30	3000	971	1000	0	0.57085346215781	0	971	0.8434499999999976	0.7991761071060762	3.3012911478678384
31	3100	969	1000	0	0.58	0	969	0.8417999999999976	0.7977296181630547	3.4098939180374144
32	3200	965	1000	0	0.5876623376623377	0	965	0.8405999999999975	0.7989637305699482	3.5181047956148785
33	3300	963	1000	0	0.6146010186757216	0	963	0.840399999999997	0.8026998961578401	3.6263874610265097
34	3400	960	1000	0	0.6129807692307692	0	960	0.8390999999999971	0.8010416666666667	3.739769248167674
35	3500	959	1000	0	0.6300682456844641	0	959	0.8377999999999971	0.7935349322210636	3.8513928492863974
36	3600	956	1000	0	0.5672302737520128	0	956	0.8365999999999968	0.7907949790794979	3.9598812500635785
37	3700	955	1000	0	0.5800000000000001	0	955	0.8358999999999969	0.7916230366492146	4.067600162823995
38	3800	956	1000	0	0.6121794871794872	0	956	0.8339999999999969	0.7834728033472803	4.179644330342611
39	3900	954	1000	0	0.6282051282051282	0	954	0.832449999999997	0.789308176100629	4.288725411891937
40	4000	952	1000	0	0.605877616747182	0	952	0.8307499999999969	0.7941176470588235	4.400270346800486
41	4100	950	1000	0	0.5675234598123214	0	950	0.8293999999999973	0.7852631578947369	4.512745396296183
42	4200	948	1000	0	0.5572228891556623	0	948	0.8294499999999974	0.790084388185654	4.62225904862086
43	4300	943	1000	0	0.5968387354941977	0	943	0.8293499999999974	0.7900318133616119	4.734342614809672
44	4400	941	1000	0	0.6254650682100041	0	941	0.8281499999999973	0.7948990435706695	4.841631484031677
45	4500	937	1000	0	0.5808080808080808	0	937	0.826849999999998	0.7972251867662753	4.950806478659312
46	4600	937	1000	0	0.6296296296296297	0	937	0.8247499999999982	0.7940234791889007	5.061097097396851
47	4700	931	1000	0	0.6699999999999999	0	931	0.8247499999999984	0.8012889366272825	5.169378379980723
48	4800	928	1000	0	0.6282467532467533	0	928	0.8245999999999987	0.8017241379310345	5.27732549905777
49	4900	924	1000	0	0.6782682512733447	0	924	0.8243499999999989	0.7976190476190477	5.387085628509522
50	5000	920	1000	0	0.6514423076923077	0	920	0.8244499999999992	0.8	5.491363112131754
51	5100	920	1000	0	0.6820553994379768	0	920	0.8250499999999995	0.8032608695652174	5.600897749265035
52	5200	920	1000	0	0.6151368760064413	0	920	0.8252999999999991	0.8021739130434783	5.7079727490743
53	5300	916	1000	0	0.66	0	916	0.8249499999999991	0.7980349344978166	5.8170355995496115
54	5400	913	1000	0	0.6899038461538461	0	913	0.8246499999999994	0.8028477546549836	5.923777631918589
55	5500	914	1000	0	0.6298076923076923	0	914	0.8236499999999992	0.7975929978118161	6.032266314824422
56	5600	908	1000	0	0.6727053140096618	0	908	0.8239999999999993	0.8083700440528634	6.137517348925273
57	5700	906	1000	0	0.6405548755609956	0	906	0.8233499999999991	0.804635761589404	6.247982581456502
58	5800	906	1000	0	0.6556622649059625	0	906	0.8230999999999994	0.8068432671081678	6.353404529889425
59	5900	900	1000	0	0.6646658663465386	0	900	0.8224999999999995	0.8166666666666667	6.460687029361725
60	6000	897	1000	0	0.7176519222819346	0	897	0.8219499999999995	0.8149386845039019	6.56645869811376
61	6100	888	1000	0	0.6828282828282828	0	888	0.8211499999999993	0.8063063063063063	6.6786723136901855
62	6200	887	1000	0	0.6666666666666666	0	887	0.8205499999999993	0.8173618940248027	6.78381042877833
63	6300	882	1000	0	0.74	0	882	0.8200999999999995	0.8140589569160998	6.891382129987081
64	6400	883	1000	0	0.7256493506493507	0	883	0.8200999999999994	0.8187995469988675	6.996989281972249
65	6500	879	1000	0	0.7419354838709677	0	879	0.8202999999999993	0.8248009101251422	7.101906549930573
66	6600	880	1000	0	0.7083333333333333	0	880	0.8203499999999991	0.8272727272727273	7.20525248448054
67	6700	877	1000	0	0.7246085909273384	0	877	0.8201999999999995	0.830102622576967	7.3148384173711145
68	6800	874	1000	0	0.712962962962963	0	874	0.8204999999999996	0.8375286041189931	7.420244797070821
69	6900	871	1000	0	0.75	0	871	0.8201499999999996	0.8427095292766934	7.52957733074824
70	7000	869	1000	0	0.7588141025641025	0	869	0.8208999999999994	0.8457997698504027	7.641716615358988
