Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete	AccuracyComp	CoverDiff	IndFitness	Fitness	GlobalFitness	TotalFreq
[13, 15]	sin(sub(sin(X15), add(-4, X13)))	None	0.10233263480812908	0.531875	1	1000.0	24989	0	20.0	1000.0	13297	25000	851	1600	1	0.16018334124831443	51.0	0.10233263480812908	0.10233263480812908	0.010471968146773912	1
[19, 18, 3]	sub(sin(sub(sub(3, X3), sub(X18, X19))), sin(div(sin(2), X19)))	None	0.40415196638774487	0.63875	1	1000.0	24964	0	20.0	1000.0	15964	25000	1022	1600	1	0.6085312832268109	222.0	0.40415196638774487	0.40415196638774487	0.16333881193508085	1
[19, 18, 3]	sub(sin(sub(sub(3, X3), sub(X18, X19))), sin(div(sin(2), X18)))	None	0.3359558284857675	0.611875	2	1000.0	24964	448	20.0	2000.0	15018	24552	979	1600	1	0.5143991550775929	179.0	0.3359558284857675	0.3359558284857675	0.11286631869355843	1
[0, 18, 19]	sub(sin(sub(sub(sin(2), X0), sub(X18, X19))), sin(div(sin(2), X19)))	None	0.4799923677899135	0.67125	1	1000.0	24989	1809	20.0	1000.0	15572	23191	1074	1600	1	0.7037405909818906	274.0	0.4799923677899135	0.4799923677899135	0.23039267313656758	1
[3, 19, 18, 2]	sub(mul(mul(mul(X18, X2), sin(2)), X3), div(X18, cos(X19)))	None	0.20605313210400647	0.565625	1	1000.0	24989	1809	20.0	1000.0	13126	23191	905	1600	1	0.32113359974355066	105.0	0.20605313210400647	0.20605313210400647	0.04245789324987114	1
[0, 2, 3, 5, 14, 18, 19]	sub(sin(sub(sub(3, X3), sub(X18, X19))), sin(div(sin(2), mul(mul(mul(X18, X2), add(X14, X5)), X0))))	None	0.36514706188559853	0.623125	1	1000.0	24964	1938	20.0	1000.0	14360	23062	997	1600	1	0.5555104545589162	197.0	0.36514706188559853	0.36514706188559853	0.13333237680368512	1
[19, 18, 3]	sub(sin(sub(sub(3, X3), sub(X18, X19))), div(X18, cos(X19)))	None	0.10430648419423388	0.5325	1	1000.0	24989	2211	20.0	1000.0	12135	22789	852	1600	1	0.16327009444660254	52.0	0.10430648419423388	0.10430648419423388	0.010879842644961963	1
[3, 18, 19]	sub(sin(sub(sub(div(sin(2), X19), X3), sub(X18, sin(sub(sub(sin(2), X3), sub(X18, X19)))))), sin(div(sin(2), X18)))	None	0.1892245391679721	0.56	1	1000.0	24989	2713	20.0	1000.0	12482	22287	896	1600	1	0.29526494091747035	96.0	0.1892245391679721	0.1892245391679721	0.03580592622333141	1
[0, 3, 18, 19]	sub(sin(sub(sub(sin(2), X0), sub(X18, X19))), sin(div(sub(sub(sin(2), X3), sub(X18, X19)), X19)))	None	0.13175584737307028	0.54125	1	1000.0	24964	3555	20.0	1000.0	11612	21445	866	1600	1	0.2061336033210352	66.0	0.13175584737307028	0.13175584737307028	0.01735960331699579	1
[18, 19]	sub(sin(div(sin(2), X19)), sin(div(sin(2), sub(X18, X19))))	None	0.6419317049361372	0.75	3	1000.0	24989	3580	20.0	3000.0	16057	21420	1200	1600	1	0.8597925669110303	400.0	0.6419317049361372	0.6419317049361372	0.4120763138022159	1
