Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete	AccuracyComp	CoverDiff	IndFitness	Fitness	GlobalFitness	TotalFreq
[10, 15]	sin(div(X10, X15))	None	0.008591873232747623	13314633.846205384	1	1000.0	9996	0	20.0	62882.227090733264	10000	10000	1000	1000	1	0.008591873232747623	1	0.0	0.008591873232747623	0.0	1
[1, 3, 12]	sin(add(add(sub(X1, 4), X3), X12))	None	0.008590384295267556	13319289.79912667	1	1000.0	9996	0	20.0	62893.12621951811	10000	10000	1000	1000	1	0.008590384295267556	1	0.0	0.008590384295267556	0.0	1
[0, 8, 19]	cos(cos(div(div(X0, X8), div(X19, 1))))	None	0.008591404231910467	13316100.16421921	1	1000.0	9996	0	20.0	62885.659802819864	10000	10000	1000	1000	1	0.008591404231910467	1	0.0	0.008591404231910467	0.0	1
[16]	add(sin(-3), div(-6, X16))	None	0.008585381550718188	13334951.332283298	1	1000.0	9996	0	20.0	62929.77435711441	10000	10000	1000	1000	1	0.008585381550718188	1	0.0	0.008585381550718188	0.0	1
[8, 17, 15, 7]	mul(cos(sub(sin(4), div(X8, X17))), sin(mul(sub(X7, X15), 2)))	None	0.008587860900550581	13327186.078005856	1	1000.0	9996	0	20.0	62911.60627925291	10000	10000	1000	1000	1	0.008587860900550581	1	0.0	0.008587860900550581	0.0	1
[2, 10, 11, 13, 16, 17]	sin(add(div(mul(X2, X17), mul(X10, X16)), cos(add(X13, X11))))	None	0.008593282631841299	13310228.84820072	1	1000.0	9996	0	20.0	62871.91366830007	10000	10000	1000	1000	1	0.008593282631841299	1	0.0	0.008593282631841299	0.0	1
[12]	cos(div(X12, 4))	None	0.008590563798072859	13318728.35966663	1	1000.0	9996	0	20.0	62891.81204586711	10000	10000	1000	1000	1	0.008590563798072859	1	0.0	0.008590563798072859	0.0	1
[10, 14, 7]	sub(add(X14, X7), sin(X10))	None	0.0068288318442969835	21152191.49985366	1	1000.0	9996	0	20.0	79116.91722320467	10000	10000	1000	1000	1	0.0068288318442969835	1	0.0	0.0068288318442969835	0.0	1
[0, 4, 7, 9, 11, 19]	add(add(div(sin(-4), mul(X7, X11)), X19), mul(sub(-6, div(X4, X9)), div(sub(1, -3), X0)))	None	0.016469659044063514	3566205.020814628	1	1000.0	9996	0	20.0	32804.32960457497	10000	10000	1000	1000	1	0.016469659044063514	1	0.0	0.016469659044063514	0.0	1
[5]	cos(mul(2, X5))	None	0.008589946065612713	13320660.61914191	1	1000.0	9996	0	20.0	62896.334811607594	10000	10000	1000	1000	1	0.008589946065612713	1	0.0	0.008589946065612713	0.0	1
