Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete	AccuracyComp	CoverDiff	IndFitness	Fitness	GlobalFitness	TotalFreq
[18]	sub(add(add(add(X18, X18), X18), sub(X18, mul(-2, X18))), mul(div(X18, 4), sin(4)))	None	0.01913055386078169	5291893.562957717	1	1000.0	24979	1013	20.0	1000.0	23986	23987	999	1000	1	0.01913055386078169	1	0.0	0.01913055386078169	0.0	1
[18]	sub(add(add(X18, X18), sub(X18, mul(-2, sub(X18, -6)))), mul(div(-3, 4), sin(sub(X18, mul(-2, X18)))))	None	0.064856350120213	462782.3735745099	1	1000.0	24979	1226	20.0	1000.0	23773	23774	999	1000	1	0.064856350120213	1	0.0	0.064856350120213	0.0	1
[18]	sub(add(add(X18, X18), sub(X18, mul(-2, sub(X18, -6)))), -2)	None	0.06805851015704667	505137.96387458564	1	1000.0	24979	1694	20.0	1000.0	23305	23306	999	1000	1	0.06805851015704667	1	0.0	0.06805851015704667	0.0	1
[18]	sub(add(add(X18, X18), sub(X18, mul(-2, sub(X18, -6)))), mul(div(-3, 4), X18))	None	0.03254652738248605	2441359.5558935404	1	1000.0	24979	1763	20.0	1000.0	23236	23237	999	1000	1	0.03254652738248605	1	0.0	0.03254652738248605	0.0	1
[18]	sub(add(sub(X18, mul(-2, sub(X18, -6))), sub(X18, mul(-2, X18))), mul(div(X18, sub(X18, mul(-2, sub(X18, -6)))), sin(4)))	None	0.025965674293478964	3952765.524089238	1	1000.0	24979	1809	20.0	1000.0	23190	23191	999	1000	1	0.025965674293478964	1	0.0	0.025965674293478964	0.0	1
[18]	sub(add(add(X18, X18), sub(X18, mul(-2, X18))), mul(div(X18, X18), sin(4)))	None	0.08156243426701851	362140.52157687437	1	1000.0	24979	1856	20.0	1000.0	23143	23144	999	1000	1	0.08156243426701851	1	0.0	0.08156243426701851	0.0	1
[18]	sub(add(add(X18, X18), sub(X18, mul(-2, X18))), X18)	None	0.029149281725993265	3646270.6462594126	1	1000.0	24979	2287	20.0	1000.0	22712	22713	999	1000	1	0.029149281725993265	1	0.0	0.029149281725993265	0.0	1
[18]	sub(add(add(X18, X18), sub(mul(div(4, sub(X18, mul(-2, sub(X18, -6)))), sin(4)), mul(-2, X18))), -6)	None	0.0290662939288944	3667748.4140885235	1	1000.0	24979	2287	20.0	1000.0	22712	22713	999	1000	1	0.0290662939288944	1	0.0	0.0290662939288944	0.0	1
[18]	sub(add(add(X18, X18), sub(X18, mul(-2, X18))), mul(div(X18, sub(X18, mul(X18, sub(add(X18, X18), -6)))), sin(4)))	None	0.09137466213799605	365369.7273822756	1	1000.0	24979	2695	20.0	1000.0	22304	22305	999	1000	1	0.09137466213799605	1	0.0	0.09137466213799605	0.0	1
[18]	sub(add(X18, sub(X18, mul(-2, X18))), mul(div(X18, sub(X18, mul(-2, sub(X18, -6)))), sin(sin(4))))	None	0.031441575703242616	3651557.163406224	1	1000.0	24979	2848	20.0	1000.0	22151	22152	999	1000	1	0.031441575703242616	1	0.0	0.031441575703242616	0.0	1
